3.227255147363713994e-01 9.614048670134447971e-02 2.538663802839264960e-01 1.531782425640958178e-02 1.411898644698476701e+00 1.064834682211293515e+00 5.552612049414487050e-01 0.000000000000000000e+00 1.678887165908227730e-01 0.000000000000000000e+00 8.896359635549994094e-02 1.945110562888658634e-01 2.596303094300677072e-01
2.066497595388279707e-01 1.623984745127551865e-01 5.148135167802819767e-02 6.632061454688992219e-02 5.269956934144104377e-02 2.053409606261434872e-01 1.832425716649696557e-01 1.000000000000000000e+00 2.317406842739085371e-01 1.000000000000000000e+00 2.711215884204350168e-02 6.402790492523380284e-02 5.724528082416940888e-02
2.931466244302088908e-01 3.137551798223929822e-01 1.620578211495186105e-01 6.736670105762089245e-01 1.057808891709141497e+00 8.993153424883482128e-01 6.936247876626948639e-01 1.000000000000000000e+00 2.253315825574688513e-01 1.000000000000000000e+00 5.938470604933744623e-02 4.121257494099143104e-01 1.678217502956598217e-01
1.770708692326654621e-01 5.521621860829328821e-02 4.032720745637968784e-02 7.246698008666891955e-01 3.013901836478941609e-01 3.708603003490886785e-01 3.216061543862158700e-01 0.000000000000000000e+00 2.891835502405546432e-01 0.000000000000000000e+00 5.669104914820599639e-02 1.535867881958146719e-01 3.456327831023847663e-02
2.743269008425324174e-01 8.676196063701555050e-02 3.652765469302587942e-02 1.938932487514085645e-01 6.750722786793551533e-01 1.861007418628558785e+00 5.374994331279857596e-01 1.000000000000000000e+00 1.100174932707970177e-02 0.000000000000000000e+00 4.056498246166091726e-02 1.160860895050583319e-02 3.076372554688466820e-02
1.582511456449889331e-01 3.453009218511152167e-01 2.389126832989241778e-01 1.428904584609282380e-01 6.841267966776805043e-01 5.908317757911218937e-01 1.654807998515067657e-01 0.000000000000000000e+00 7.485371701016546586e-02 1.000000000000000000e+00 7.551077273588252536e-02 2.469303522635938331e-01 2.331487541527829666e-01
2.051604743590797753e-01 1.637623163446998154e-01 1.808390323360870022e-01 6.208064498676747478e-01 1.075432014248750345e+00 1.131027386332932316e+00 2.141404732598173877e-01 1.000000000000000000e+00 5.903719912472646936e-01 0.000000000000000000e+00 7.593383802829915818e-02 7.753775214328358090e-02 4.420406653179178441e-02
6.847956590814127664e-02 2.419436248678938362e-02 1.012717125788618194e-01 1.482841020057209525e-01 1.830980671304246465e-01 4.930291177596896057e-01 8.124934866085858909e-02 0.000000000000000000e+00 4.096280087527351954e-01 1.000000000000000000e+00 6.074707042263932655e-02 6.203020171462685084e-02 3.536325322543341920e-02
1.043071716326023912e-01 1.455291390151351727e-02 1.176525874716640163e-01 1.461437346739502541e-02 1.070515467171612167e-01 6.509379283935755600e-01 4.630006811137780953e-02 0.000000000000000000e+00 3.563997773078718401e-02 0.000000000000000000e+00 2.676096179562453825e-02 2.848097094916181987e-02 8.398415187230318102e-02
5.728680108694700346e-02 2.968223125576768123e-02 1.648608950946289786e-02 2.792937159210135967e-01 2.079034245302355810e-01 4.002790503548896428e-01 2.866421441080345134e-01 2.000000000000000000e+00 3.962364531035842963e-01 1.000000000000000000e+00 1.348330109239248564e-01 1.335165359490765591e-02 1.851506498345042995e-01
1.216720468842368008e-01 3.866443027103324409e-02 2.470789046824312662e-01 1.349647826410005358e-02 1.097814401362094822e-01 6.541180038191896084e-01 4.894527401755343066e-01 2.000000000000000000e+00 5.001677680606562149e-01 1.000000000000000000e+00 1.992182567212146815e-01 4.369454579642093051e-03 4.544216533846406891e-02
1.539289683142011367e-01 1.105622513782522631e-02 2.986761068866090052e-01 8.295628768544502929e-01 1.052825079558189145e-02 1.300882573359782413e+00 2.434540262066785810e-01 2.000000000000000000e+00 3.516528399487707790e-01 1.000000000000000000e+00 7.638275847722328371e-02 3.197765971285011083e-02 9.703936754264180786e-02
7.665004405348257999e-03 2.618554249207939028e-02 1.975096089244078867e-01 5.356547874660416708e-01 1.113801286086562453e-01 2.496655946113170987e-01 3.111950210021863228e-03 0.000000000000000000e+00 8.943635424026319392e-03 0.000000000000000000e+00 8.521121424232612485e-02 1.684834235859594687e-02 4.127130419559310592e-03
7.205025020263805535e-02 3.516774150734495313e-02 4.281024240973762551e-01 8.284449816511553211e-01 1.325814421463015688e-02 1.304062648785396350e+00 1.996986458574779300e-01 0.000000000000000000e+00 1.128749503810981825e-01 0.000000000000000000e+00 1.495964600396159083e-01 7.866143343330384008e-03 2.264656847534090578e-01
3.374768177074211062e-01 3.964379002375134631e-02 9.595957706811519827e-02 4.634872485624297322e-02 2.863636833973507226e-02 2.594590609031667272e-01 3.958961991174156925e-01 2.000000000000000000e+00 5.091114034846824232e-01 1.000000000000000000e+00 2.599306078704433087e-01 3.390094826923990834e-03 1.056771622758519991e-01
1.758828449878717393e-01 5.477310737800551027e-02 5.206920894085920182e-03 3.402568142446515953e-01 7.221550947333928161e-02 7.917579178452984756e-01 1.555541231207590025e-01 0.000000000000000000e+00 1.485149281118852693e-01 0.000000000000000000e+00 9.833663515089387241e-02 1.173922252733017313e-02 2.068436602380531175e-01
1.114975991905819419e-01 6.375530639327106619e-02 2.253858942788824482e-01 4.746662005953794505e-02 2.590647492068680682e-02 2.626391363287807756e-01 4.725647294674079069e-02 0.000000000000000000e+00 4.458361315481340625e-02 0.000000000000000000e+00 3.395138935360407506e-02 2.072142154259573599e-02 2.374915493491525087e-02
2.746793023906652365e-01 1.108146525831585349e-02 4.634215300559674233e-02 2.574048069185177479e-01 5.829716401849549534e-02 4.208038736108407618e-03 7.128195018833714813e-02 0.000000000000000000e+00 1.371292491057355400e-01 0.000000000000000000e+00 1.733666572411637907e-02 3.263341222512125550e-02 7.639953720775749524e-03
2.183620626419214283e-01 1.497896092070794827e-01 4.912990052619470305e-03 9.169386386035209835e-01 1.803881284311098510e-01 2.215921538022073145e-01 1.147855299117683664e-01 2.000000000000000000e+00 1.384661475014574705e-01 1.000000000000000000e+00 3.898057402462742904e-02 1.060747317236423737e-01 4.906911667375302155e-02
3.606308073133941416e-01 2.076210085796465210e-01 8.613932371987376158e-03 7.606501828386080799e-02 2.374021294248573888e-02 1.000979815406209672e-02 2.156281315081612915e-01 2.000000000000000000e+00 4.680116020469120008e-01 1.000000000000000000e+00 1.032881706468452843e-01 1.639061310962094120e-01 4.536817435438511570e-02
1.888049805722809282e-01 1.461638119702151073e-01 1.623215761919760691e-02 4.912274207495912481e-01 2.197509401704409449e-01 3.851991180207238741e-01 1.671090108216871095e-01 2.000000000000000000e+00 3.278774803693654261e-01 1.000000000000000000e+00 6.853765609426792915e-02 1.898786894536522163e-01 7.021426434557009877e-02
1.324877408235371201e-01 7.455668021451478111e-03 5.766132057217487894e-02 1.150761252434594484e+00 1.893435227916440144e-02 6.025832330868228226e-01 1.236054310982558913e-01 0.000000000000000000e+00 3.265405819736434956e-01 0.000000000000000000e+00 1.248548958430117373e-01 5.117054550488858711e-02 1.116434272985473708e-01
2.747564854950098612e-01 5.037573135111556022e-02 5.396037825280697309e-02 3.098876321149343083e-01 1.851939890944311884e-01 3.910008774386775632e-01 2.276282950186298004e-02 0.000000000000000000e+00 3.004872571811034732e-03 0.000000000000000000e+00 1.741384882846097604e-02 6.660853867678451223e-03 1.079424849791794649e-01
2.651916057236144986e-01 7.291362764471351343e-02 2.019571804374069579e-01 1.303574840170939608e-01 6.779429398899846637e-01 8.297491668763858907e-01 1.240490241981619945e-01 2.000000000000000000e+00 1.414710200732685053e-01 1.000000000000000000e+00 7.848969057065627308e-03 1.166285051281506224e-01 1.479750737110344661e-01
2.088743659748706905e-01 6.579451630405011575e-02 1.605280174844296859e-01 5.291763476679092193e-01 4.392576474403793174e-01 6.123650518102869977e-01 8.054544447473077629e-02 0.000000000000000000e+00 1.401341216775465748e-01 0.000000000000000000e+00 4.846827069167818081e-02 2.207963882061300676e-02 1.065459107580571940e-01
3.511431106463434038e-01 1.236259156766171541e-01 1.642289598037975917e-01 3.116972726517509007e-01 6.433859888139749073e-01 8.239474074584323127e-01 2.029715712166213493e-02 0.000000000000000000e+00 1.894113328679079555e-01 0.000000000000000000e+00 9.380047397979453250e-02 7.991103819318004509e-02 1.102468530774250999e-01
3.543593482426558583e-01 9.395607474001929638e-02 1.199152122960511768e-03 1.029411410721638165e-03 1.901272546966301880e+00 4.342597291808263371e-01 3.025556638610529814e-02 0.000000000000000000e+00 1.049261845782455821e-01 0.000000000000000000e+00 1.083974877341604449e-03 5.380690709821250861e-04 3.034467331963608405e-02
3.249258127223406123e-01 1.409695885502565138e-01 1.243368069397702280e-01 3.553669787576849703e-01 8.425338449574844013e-01 9.362930272081541050e-01 9.535145562514445172e-02 2.000000000000000000e+00 2.832617195848505798e-01 1.000000000000000000e+00 2.834956064297364242e-02 4.755158288121932864e-02 9.279298149717363220e-02
3.934735401206645999e-01 2.844878722704633489e-01 2.707528294875805042e-02 3.156776667600980080e-01 1.895394564286465577e+00 2.799587822735304377e-01 1.421084122534597149e-01 2.000000000000000000e+00 3.876210326627898550e-01 1.000000000000000000e+00 4.019816675535034523e-02 1.910698666014261637e-01 4.468542493838545404e-03
3.732136715013248951e-01 4.773859058626729601e-02 8.625190384646264086e-02 2.821552790515277076e-01 9.914035774496199327e-02 9.719297884014428401e-01 1.420556585536999483e-01 2.000000000000000000e+00 3.519305180411688716e-01 1.000000000000000000e+00 1.993829813601066814e-02 1.411565962553044673e-01 5.470807840386604504e-02
3.437801359810096491e-01 7.250767760300924625e-04 2.093895586632723571e-01 7.218228829543565928e-02 9.595983442638554850e-01 1.473963086428770719e+00 7.695976931466078086e-02 0.000000000000000000e+00 1.735949830345638878e-01 0.000000000000000000e+00 9.495237384304577866e-03 9.414308244506727763e-02 1.778457332206757613e-01
4.123278633793336367e-01 1.427932069441767426e-01 1.121280346722601795e-01 5.988623572223472635e-01 9.326237506512558006e-02 8.176288414941469407e-01 3.020281268634550376e-02 0.000000000000000000e+00 6.923566995662461254e-02 0.000000000000000000e+00 5.905249001401940978e-02 4.937520127513955748e-02 8.058420922966358368e-02
3.242037735360416839e-01 2.230611081940286206e-02 1.423752597118604912e-01 2.151637211601879207e-01 7.593622523129417434e-01 5.277064159078316274e-01 1.044289329540920158e-01 2.000000000000000000e+00 2.140260496282259117e-01 1.000000000000000000e+00 2.907159982927256733e-02 7.111189484963431617e-02 1.739190851544570871e-01
2.947702380157264379e-01 6.931962462964005867e-02 1.923760489505077498e-02 5.695012885071513153e-01 2.993764496958757348e-01 2.567311788050385957e-02 3.933304371505286223e-02 0.000000000000000000e+00 3.569051462162092792e-02 0.000000000000000000e+00 5.850513534958781681e-02 2.409838103939711956e-02 5.078143033764737080e-02
3.633179654140504256e-01 2.128379083498468938e-01 1.164991288860629526e-01 1.015433570106316907e-01 7.534842696331053302e-01 6.820073628151275269e-01 7.423912913262414870e-03 0.000000000000000000e+00 6.866879845631834733e-02 0.000000000000000000e+00 1.004259204873617431e-02 1.194199026808097086e-01 1.480429543286595484e-01
5.134434198162520779e-01 9.721182539763026376e-02 1.543894149279519956e-01 1.502601503511142855e-01 2.569635507517986639e-03 5.014811750803738200e-01 7.892220889049142429e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.394983615742498850e-01 1.312588268375206313e-01 4.625567029546462372e-02 1.433016718037157577e+00 6.787406818548497034e-02 6.856549736638911652e-01 7.471207647492104920e-02 4.000000000000000000e+00 8.738185255198487322e-01 0.000000000000000000e+00 7.354709974004225437e-03 7.272912624559368933e-03 2.972081520930958121e-02
7.627356315042209678e-01 1.607853040493826269e-01 1.306222415539487480e-01 1.387888220190773403e+00 1.272500152560092634e-01 7.215209211365074538e-01 2.572823633425223855e-02 0.000000000000000000e+00 8.232514177693761592e-01 1.000000000000000000e+00 1.158825599559668573e-01 3.679938983642135064e-02 1.140873864677937055e-01
5.555982011112600150e-01 2.377442864534374534e-01 2.020393725074809410e-02 2.993665470268692674e-01 2.618110988330537570e-01 2.885435379440564052e-01 1.438129757525606345e-01 0.000000000000000000e+00 8.180529300567107587e-01 1.000000000000000000e+00 9.125487043699403999e-02 1.137583722404761771e-01 3.669082164593051587e-03
6.726284503041239926e-01 7.024163713275563548e-02 2.208137716035540876e-02 1.378380649788751633e+00 8.238524497916398515e-01 8.133942685747285184e-01 3.233255777811547271e-02 2.000000000000000000e+00 9.565217391304348116e-01 1.000000000000000000e+00 2.577537875586988214e-02 5.374427708020562688e-02 5.546522074200366248e-03
6.217208561072584683e-01 1.603358404279676686e-01 9.200703870858251143e-02 1.874186614945746454e-01 2.721576297023476365e-01 7.233929524139874889e-01 4.350983475123679223e-03 0.000000000000000000e+00 8.676748582230624507e-01 1.000000000000000000e+00 2.513221544099564220e-02 3.634992621500640619e-02 1.085418937947375539e-01
5.418765470310282772e-01 1.264891616216747006e-01 8.160436846260599175e-02 4.836164856880964535e-02 1.647213785219323046e-01 2.119792225099065286e-01 9.494942421197780091e-02 4.000000000000000000e+00 8.738185255198487322e-01 0.000000000000000000e+00 7.354709974004225437e-03 7.272912624559368933e-03 2.972081520930958121e-02
6.651138169609993600e-01 1.560156388335366962e-01 1.659709397210901161e-01 9.349014641519381996e-02 2.240973255924565977e-01 1.195196672290492090e+00 4.596558407130899720e-02 0.000000000000000000e+00 8.232514177693761592e-01 1.000000000000000000e+00 1.158825599559668573e-01 3.679938983642135064e-02 1.140873864677937055e-01
4.579763865680384072e-01 2.329746212375915226e-01 5.555263541788946213e-02 1.182011819579098066e+00 1.649637884966064227e-01 1.851322132099282314e-01 1.640503234896174001e-01 0.000000000000000000e+00 8.180529300567107587e-01 1.000000000000000000e+00 9.125487043699403999e-02 1.137583722404761771e-01 3.669082164593051587e-03
5.750066357609023848e-01 6.547197191690970475e-02 5.743007532749677679e-02 1.029977168172155899e-01 9.206997601280871857e-01 3.397185174207438818e-01 1.209521004105871059e-02 2.000000000000000000e+00 9.565217391304348116e-01 1.000000000000000000e+00 2.577537875586988214e-02 5.374427708020562688e-02 5.546522074200366248e-03
5.240990415640368605e-01 1.555661752121217378e-01 5.665834054144114340e-02 1.293959705111392466e+00 3.690049400387949707e-01 2.497172012600028523e-01 2.458833121218043788e-02 0.000000000000000000e+00 8.676748582230624507e-01 1.000000000000000000e+00 2.513221544099564220e-02 3.634992621500640619e-02 1.085418937947375539e-01
