2.145108678692895232e-01 1.396272597812560634e-01 4.678666824702870652e-02 7.473106003408608311e-02 5.013899541173461039e-02 1.872115349864165723e-01 2.022007661271527090e-01 1.000000000000000000e+00 4.412409902851770482e-01 0.000000000000000000e+00
1.849319775631270146e-01 7.798743333979241132e-02 4.502189088737917899e-02 8.841552703836559335e-01 6.627191453651118946e-01 6.399786368493824984e-01 3.405643488483989234e-01 0.000000000000000000e+00 5.587590097148229518e-01 1.000000000000000000e+00
7.944837624259412645e-02 4.018426999936958177e-02 8.826124569050786128e-02 4.149005035701203159e-02 2.259816690575509046e-01 4.403295628647435622e-01 5.886975210755496235e-02 0.000000000000000000e+00 3.919708029197079835e-01 0.000000000000000000e+00
2.075311092888777464e-01 1.602029390027217559e-01 2.038695752306416420e-01 4.792068110819168170e-01 8.066957617282306536e-01 8.033353194086266802e-01 9.766347910239581154e-02 0.000000000000000000e+00 6.080291970802920165e-01 0.000000000000000000e+00
9.624468795903871887e-02 1.579118017721134470e-02 1.149374991676968549e-01 1.278956956666021938e-02 9.612480918138990860e-02 6.954862649227349092e-01 2.963997054218060409e-02 0.000000000000000000e+00 5.050981527196866938e-02 0.000000000000000000e+00
6.946968731668964891e-02 3.057772660960517835e-02 1.015400212600509056e-02 2.794442971622288496e-01 2.191859174295474610e-01 3.854498161212444041e-01 2.629695534329980489e-01 2.000000000000000000e+00 3.803620822103283561e-01 1.000000000000000000e+00
1.126855030934266477e-01 3.966423354339310148e-02 2.457203449018759422e-01 5.015023894655845638e-02 3.900131841426257018e-01 7.196966458466520500e-01 3.849724808664000131e-01 2.000000000000000000e+00 4.960014097701856972e-01 1.000000000000000000e+00
1.458664846406374505e-01 1.229449141352305375e-02 2.959610185826418438e-01 8.255104501354503244e-01 5.201408739204538972e-03 1.327539683063734488e+00 2.601141237758757829e-01 2.000000000000000000e+00 3.440132060942666659e-01 1.000000000000000000e+00
1.984789063509090346e-02 2.708103784591688740e-02 1.911775215409500794e-01 5.332765834065612554e-01 1.282625169873620741e-01 2.466036020197551748e-01 2.678454088505832775e-02 0.000000000000000000e+00 1.416093915590699304e-02 0.000000000000000000e+00
6.306370641182790227e-02 3.616754477970481052e-02 4.267438643168209311e-01 7.625706416222316486e-01 2.990897837004403148e-01 1.351750063987651629e+00 9.521838654834363647e-02 0.000000000000000000e+00 1.014783884039503481e-01 0.000000000000000000e+00
3.294143340338574477e-01 4.088205629944917374e-02 9.324448876414803689e-02 5.488908580318152541e-02 5.270269627266101209e-02 3.101969201313535818e-01 4.125562966866129222e-01 2.000000000000000000e+00 4.818404706142786487e-01 1.000000000000000000e+00
1.636999587581290938e-01 5.566860273184300739e-02 1.153900827754372749e-02 3.471229525320705944e-01 7.035841197549652648e-02 7.707391609126257315e-01 1.792267137957954670e-01 0.000000000000000000e+00 1.519882036759189758e-01 0.000000000000000000e+00
1.204841429813920950e-01 6.475510966563093052e-02 2.240273344983271242e-01 1.178288943164002012e-01 2.411856786885747672e-01 3.344073010552707781e-01 5.722378636239350280e-02 0.000000000000000000e+00 3.634887611606163471e-02 0.000000000000000000e+00
2.748499038167407371e-01 1.592865115370184492e-02 4.509714923315899515e-02 2.405871799827103974e-01 4.882902884420881051e-02 5.979943485016404880e-02 5.843767668248776859e-02 0.000000000000000000e+00 1.567747765716867581e-01 0.000000000000000000e+00
2.110000562043443662e-01 1.541086185631278804e-01 1.574642492614852785e-03 8.841225196840254430e-01 1.691088741116649752e-01 2.561441756864974439e-01 9.728823206732530038e-02 2.000000000000000000e+00 1.205980819791505759e-01 1.000000000000000000e+00
3.613170296392264613e-01 1.946980404621838356e-01 7.637474150309020438e-03 1.045368445583382544e-01 2.801144280839817924e-02 3.572744404256449069e-02 1.926055183197021847e-01 2.000000000000000000e+00 4.812226059700111525e-01 1.000000000000000000e+00
