7.086612089108412782e-02 2.594779342389433655e-02 1.381171061868108896e-01 1.441219974252887503e-01 1.770406304796720842e-01 2.015405578920735907e-01 8.519452558415985255e-02 2.000000000000000000e+00 3.733261777431103878e-01 0.000000000000000000e+00
4.243300769982483733e-01 2.920107473947526275e-02 3.626948736446036214e-01 6.804583151270220398e-01 2.227378426008277956e-02 1.505518632279944313e+00 6.902729821265829457e-01 2.000000000000000000e+00 7.629525498839806463e-02 0.000000000000000000e+00
5.500381365748354678e-01 1.379455428977529596e-01 5.771921854138262198e-02 3.145318552559523972e-01 9.439405323657858171e-02 8.010642752266998734e-01 6.478049307567625981e-01 2.000000000000000000e+00 6.417751120784559449e-01 1.000000000000000000e+00
9.035020926819997689e-01 1.411988242133339067e-01 5.585311983727970775e-01 8.508681729576856867e-01 2.491608994561678725e-01 9.059949149453181416e-01 4.272647421433950488e-02 2.000000000000000000e+00 1.921536793469474924e-01 1.000000000000000000e+00
4.248228478566473121e-01 2.096926743328962062e-01 6.489979139670176700e-02 8.471933216048412874e-01 9.673140733937154456e-01 7.499510342581284794e-01 7.602648265140988793e-01 0.000000000000000000e+00 6.803361567994119508e-01 1.000000000000000000e+00
7.782868039638115576e-01 2.129459556484771532e-01 5.657117712281162225e-01 3.108570039031079979e-01 8.125472271741260855e-01 9.571081559138895356e-01 1.551863699716758693e-01 0.000000000000000000e+00 2.307147240679035261e-01 1.000000000000000000e+00
2.450175454704143774e-01 1.435418101431506013e-02 6.592439389599074051e-01 6.734431155968508831e-01 3.050481531057899209e-01 1.678941479694974870e+00 4.213764549075349475e-01 0.000000000000000000e+00 4.723775514033297096e-01 0.000000000000000000e+00
1.084464106367498959e-01 1.760746232989598634e-02 1.584319591284929496e-01 1.371067978951175936e-01 1.502813068862006163e-01 2.811771047704325621e-02 1.837020016348880902e-01 0.000000000000000000e+00 2.275611867182125714e-02 0.000000000000000000e+00
1.846635946904096048e-04 5.455956199340578072e-02 2.003812515437125574e-01 5.618988989353143615e-02 1.185259548196627710e-01 2.300270070435075365e-01 1.647960826827776781e-01 0.000000000000000000e+00 5.640816815808336049e-02 0.000000000000000000e+00
1.828698476954924435e-01 4.393208602601400004e-01 4.911234778044374361e-01 7.707590498452352445e-01 6.954648573851590632e-01 3.716175363862336822e-01 6.845836659013136982e-01 2.000000000000000000e+00 3.026603958549068940e-01 1.000000000000000000e+00
